uses	url	alt_text
1	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/%DA%86%D8%B1%D8%AA%DA%A9%D9%87_%DA%98%D8%A7%D9%BE%D9%86%DB%8C.jpg/960px-%DA%86%D8%B1%D8%AA%DA%A9%D9%87_%DA%98%D8%A7%D9%BE%D9%86%DB%8C.jpg	Soroban
1	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Lifo_stack.png/960px-Lifo_stack.png	Stack Operations
1	https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Debian_Unstable_GRUB2_%282015%29.png/960px-Debian_Unstable_GRUB2_%282015%29.png	GRUB OS Selection
1	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/AMD_Threadripper.svg/960px-AMD_Threadripper.svg	AMD Threadripper CPU
1	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/EDF_Example_Timing_Diagram.png/960px-EDF_Example_Timing_Diagram.png	Example schedule
1	https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Race_condition.svg/960px-Race_condition.svg	Race condition in a circuit
1	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/X86_Paging_4K.svg/960px-X86_Paging_4K.svg	x86 two-level page table
1	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/X86_Paging_PAE_4K.svg/960px-X86_Paging_PAE_4K.svg	x86 PAE Three-level page table
1	https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Program_memory_layout.pdf/960px-Program_memory_layout.pdf	Process Memory Layout
1	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Hash_table_3_1_1_0_1_0_0_SP.svg/960px-Hash_table_3_1_1_0_1_0_0_SP.svg	Hash Table
1	https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Bplustree.png/960px-Bplustree.png	B+-Tree
1	https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/SAS_Container.png/960px-SAS_Container.png	Two-person concept
1	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/SecureID_token_new.JPG/960px-SecureID_token_new.JPG	MFA token
1	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/An_illustration_of_the_dining_philosophers_problem.png/960px-An_illustration_of_the_dining_philosophers_problem.png	Dining Philosopers
1	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Diamond_inheritance.svg/960px-Diamond_inheritance.svg	Diamond Problem
1	https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/BankAccount1.svg/960px-BankAccount1.svg	Class Diagram
1	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Activity_conducting.svg/960px-Activity_conducting.svg	Activity Diagram
1	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Use_case_restaurant_model.svg/960px-Use_case_restaurant_model.svg	Use Case Diagram
1	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/MVC-Process.svg/960px-MVC-Process.svg	Model-View-Controller Paradigm
1	https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Wojna_gra_karciana.jpg/960px-Wojna_gra_karciana.jpg	cards
1	https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/IBM_System_Z9_%28type_2094_inside%29.jpg/960px-IBM_System_Z9_%28type_2094_inside%29.jpg	mainframe
1	https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/HP_Laserjet_5_DN_1.jpg/960px-HP_Laserjet_5_DN_1.jpg	printer
1	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Client-server-model.svg/960px-Client-server-model.svg	Client-server model
1	https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/SMTP-transfer-model.svg/960px-SMTP-transfer-model.svg	Email
1	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Amtrak_network_map_2016.png/960px-Amtrak_network_map_2016.png	US Rail network
1	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/White_Matter_Connections_Obtained_with_MRI_Tractography.png/960px-White_Matter_Connections_Obtained_with_MRI_Tractography.png	Human brain connectome
1	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Multiplexing_diagram.svg/960px-Multiplexing_diagram.svg	Multiplexing multiple flows over one link
1	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Telephony_multiplexer_system.gif/960px-Telephony_multiplexer_system.gif	Synchronous Time-division multiplexing (STDM)
1	https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Fourier_transform_time_and_frequency_domains_%28small%29.gif/960px-Fourier_transform_time_and_frequency_domains_%28small%29.gif	Fourier Series
1	https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/QAM16_Demonstration.gif/960px-QAM16_Demonstration.gif	QAM Example
1	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Pure_ALOHA1.svg/960px-Pure_ALOHA1.svg	Pure ALOHA collisions
1	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Slotted_ALOHA.svg/960px-Slotted_ALOHA.svg	Slotted Aloha
1	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Aloha_PureVsSlotted.svg/960px-Aloha_PureVsSlotted.svg	Pure vs Slotted Efficiency
1	https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Electromagnetic-Spectrum.svg/960px-Electromagnetic-Spectrum.svg	EM Spectrum
1	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Frequency_reuse.svg/960px-Frequency_reuse.svg	Frequency Reuse
1	https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/CellTowersAtCorners.gif/960px-CellTowersAtCorners.gif	Frequency Reuse with Directional Antennas
1	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/DHCP_session.svg/960px-DHCP_session.svg	DHCP Example
1	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Pluto_in_True_Color_-_High-Res.jpg/960px-Pluto_in_True_Color_-_High-Res.jpg	Pluto on July 14, 2015
1	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Goldstone_DSN_antenna.jpg/960px-Goldstone_DSN_antenna.jpg	70m antenna at Goldstone, CA
1	https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Reverse_proxy_h2g2bob.svg/960px-Reverse_proxy_h2g2bob.svg	Reverse proxy
1	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Pixel-example.png/960px-Pixel-example.png	Pixel
1	https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Dct-table.png/960px-Dct-table.png	DCT Table
1	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Idct-animation.gif/960px-Idct-animation.gif	Iterative DCT for capital letter A
1	https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Lcars_wallpaper.gif/960px-Lcars_wallpaper.gif	Star Trek LCARS Interface
1	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Beta-D-Gulopyranose_Molek%C3%BClbaukasten_9288.JPG/960px-Beta-D-Gulopyranose_Molek%C3%BClbaukasten_9288.JPG	Molecular Model
1	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Supply-and-demand.svg/960px-Supply-and-demand.svg	Supply and Demand Economic Model
1	https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Inner-product-angle.svg/960px-Inner-product-angle.svg	Vector Similarity
1	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/THL32V1055BTG-6.jpg/960px-THL32V1055BTG-6.jpg	RAM (Volatile Memory)
1	https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/MonitorLCDlcd.svg/960px-MonitorLCDlcd.svg	Monitor
1	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/LenovoKeyboard.jpg/960px-LenovoKeyboard.jpg	Keyboard
1	https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/3-Tasten-Maus_Microsoft.jpg/960px-3-Tasten-Maus_Microsoft.jpg	Mouse
1	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Z-puzzle.jpg/960px-Z-puzzle.jpg	
1	https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Risk_Dice_%2852664929856%29.jpg/960px-Risk_Dice_%2852664929856%29.jpg	
1	https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Lego_Color_Bricks.jpg/960px-Lego_Color_Bricks.jpg	
1	https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Photo_Bate%C5%BEo_Ka_Mikilu.JPG/960px-Photo_Bate%C5%BEo_Ka_Mikilu.JPG	
1	https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Hyperlinks_scheme.svg/960px-Hyperlinks_scheme.svg	World Wide Web
1	https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Wi-Fi.gif/960px-Wi-Fi.gif	Access point relaying a document
1	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Extended_Validation_on_Firefox_133_screenshot.webp/960px-Extended_Validation_on_Firefox_133_screenshot.webp	Security Verification in Firefox
1	https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Aircrack-ng_dictionary_attack.png/960px-Aircrack-ng_dictionary_attack.png	WiFi password cracking
1	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Rubber_duck_assisting_with_debugging.jpg/960px-Rubber_duck_assisting_with_debugging.jpg	Rubberducking
1	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Packet_Switching.gif/960px-Packet_Switching.gif	Routing
1	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Example_bank_phishing_email.svg/960px-Example_bank_phishing_email.svg	Phishing Attempt
1	https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Conduit_Search_Screenshot.jpg/960px-Conduit_Search_Screenshot.jpg	Browser Hijack
1	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/DarkComet2.png/960px-DarkComet2.png	Dark Comet RAT
1	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Relational_database_terms.svg/960px-Relational_database_terms.svg	Relational Database Terms
1	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Cartesian_Product_qtl1.svg/960px-Cartesian_Product_qtl1.svg	Cartesian Product
1	https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/SQL_Join_-_07_A_Inner_Join_B.svg/960px-SQL_Join_-_07_A_Inner_Join_B.svg	Inner join diagram
1	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/SQL_Join_-_03_A_Right_Join_B.svg/960px-SQL_Join_-_03_A_Right_Join_B.svg	Right outer join diagram
1	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/SQL_Join_-_05b_A_Full_Join_B.svg/960px-SQL_Join_-_05b_A_Full_Join_B.svg	Full outer join diagram
1	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Mapping_table_concept.png/960px-Mapping_table_concept.png	Associative table example
1	https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Binary_search_tree.svg/960px-Binary_search_tree.svg	Binary Search Tree
1	https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Bsodwindows10.png/960px-Bsodwindows10.png	Blue Screen of Death
1	https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Wikimedia_Foundation_Servers_2015-90.jpg/960px-Wikimedia_Foundation_Servers_2015-90.jpg	Racked Servers
1	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Summit_%28supercomputer%29.jpg/960px-Summit_%28supercomputer%29.jpg	Summit Supercomputer (4,608 nodes)
1	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Moore%27s_Law_Transistor_Count_1971-2018.png/960px-Moore%27s_Law_Transistor_Count_1971-2018.png	CPU Transistor Count by Year
1	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Storage_replication.png/960px-Storage_replication.png	Replication
1	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/LAMPP_Architecture.png/960px-LAMPP_Architecture.png	LAMP Stack
1	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Wikimedia-servers-2010-12-28.svg/960px-Wikimedia-servers-2010-12-28.svg	Wikimedia Architecture
1	https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/MaslowsHierarchyOfNeeds.svg/960px-MaslowsHierarchyOfNeeds.svg	Maslow's Hierarchy of Needs
1	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/KnnClassification.svg/960px-KnnClassification.svg	Different results for k=3 and k=5
1	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/NewtonIteration_Ani.gif/960px-NewtonIteration_Ani.gif	Newton's Method
1	https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/DecisionCalcs.jpg/960px-DecisionCalcs.jpg	Decision Tree
1	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Marginoferror95.PNG/960px-Marginoferror95.PNG	MOSE for different sample sizes at 95% confidence interval
1	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/K-fold_cross_validation_EN.svg/960px-K-fold_cross_validation_EN.svg	k-fold cross-validation
1	https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Apple_Newton_and_iPhone.jpg/960px-Apple_Newton_and_iPhone.jpg	Apple Newton - First DPA with Handwriting Recognition (1993)
